"ID";"Model";"Lot_ID";"Serial_Number";"Current_Station";"Receiving_Time";"Assembly_Time";"Burn_In_Start";"Burn_In_End";"Packing_Time";"Shipping_Time";"Burn_In_Result";"Firmware_Update_Time";"Repair_Time";"Is_Received";"Is_Assembly_Done";"Is_Firmware_Updated";"Is_Burn_In_Processing";"Is_Burn_In_Done";"Is_Packing_Done";"Is_Shipping_Done";"Is_Repaired_Done";"Is_ReWork";"Is_Passed";"Symptoms_Fail";"Re_Work_Count";"Re_Work_Start"
86;"SMC-P04W R17";102819;"30N004000375";"Shipping Station";"2019-10-28 10:45:38";"2019-11-22 09:02:45";"2019-11-25 08:50:30";"2019-11-26 11:55:03";"2019-12-04 14:33:35";"2019-12-04 14:40:21";"PASS";"2019-11-22 11:04:01";"";1;1;1;1;1;1;1;0;0;1;"No Trouble Found.";1;"2019-11-21 13:17:52"
87;"SMC-P04W R17";102819;"30N004000002";"Result Station";"2019-10-28 10:45:39";"2019-11-19 13:36:51";"2019-11-20 10:15:34";"2019-11-21 13:09:18";"";"";"PASS";"2019-11-19 15:49:39";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:36:03"
88;"SMC-P04W R17";102819;"30N004000372";"Result Station";"2019-10-28 10:45:40";"2019-11-22 09:03:21";"2019-11-26 11:52:21";"2019-12-02 08:42:31";"";"";"PASS";"2019-11-22 14:04:53";"";1;1;1;0;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-21 13:18:39"
89;"SMC-P04W R17";102819;"30N004000190";"Result Station";"2019-10-28 10:45:41";"2019-10-28 10:47:22";"2019-10-28 13:05:46";"2019-10-29 14:57:35";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
90;"SMC-P04W R17";102819;"30N004000136";"Result Station";"2019-10-28 10:45:46";"2019-10-28 10:46:21";"2019-10-28 13:05:46";"2019-10-29 14:58:13";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
91;"SMC-P04W R17";102819;"30N004000133";"Result Station";"2019-10-28 10:45:47";"2019-10-28 10:46:26";"2019-10-28 13:05:46";"2019-10-29 14:58:14";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
92;"SMC-P04W R17";102819;"30N004000307";"Result Station";"2019-10-28 10:45:48";"2019-10-28 10:46:26";"2019-10-28 13:05:46";"2019-10-29 14:58:15";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
93;"SMC-P04W R17";102819;"30N004000226";"Packing Station";"2019-10-28 10:45:49";"2019-11-22 09:02:48";"2019-11-25 08:50:30";"2019-11-26 11:56:59";"2019-12-05 11:31:55";"";"PASS";"2019-11-22 11:04:04";"";1;1;1;1;1;1;0;0;0;1;"No Trouble Found.";1;"2019-11-21 13:17:55"
94;"SMC-P04W R17";102819;"30N004000391";"Result Station";"2019-10-28 10:45:50";"2019-11-19 13:36:37";"2019-11-20 10:15:34";"2019-11-21 13:09:16";"";"";"PASS";"2019-11-19 15:49:29";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:47"
95;"SMC-P04W R17";102819;"30N004000401";"Result Station";"2019-10-28 10:45:52";"2019-11-19 13:36:52";"2019-11-20 10:15:34";"2019-11-21 13:09:17";"";"";"PASS";"2019-11-19 15:49:40";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:36:05"
96;"SMC-P04W R17";102819;"30N004000234";"Packing Station";"2019-10-28 10:45:53";"2019-11-22 09:02:02";"2019-11-25 08:50:30";"2019-11-26 11:57:32";"2019-12-05 13:19:53";"";"PASS";"2019-11-22 11:03:50";"";1;1;1;1;1;1;0;0;0;1;"No Trouble Found.";1;"2019-11-21 13:17:37"
97;"SMC-P04W R17";102819;"30N004000323";"Packing Station";"2019-10-28 10:45:55";"2019-11-22 09:02:51";"2019-11-25 08:50:30";"2019-11-26 11:55:06";"2019-12-05 13:22:12";"";"PASS";"2019-11-22 11:04:10";"";1;1;1;1;1;1;0;0;0;1;"No Trouble Found.";1;"2019-11-21 13:17:59"
98;"SMC-P04W R17";102819;"30N004000227";"Result Station";"2019-10-28 10:45:56";"2019-11-19 13:36:50";"2019-11-20 10:15:34";"2019-11-21 13:09:19";"";"";"PASS";"2019-11-19 15:49:38";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:36:02"
99;"SMC-P04W R17";102819;"30N004000229";"Result Station";"2019-10-28 10:45:57";"2019-11-26 10:08:00";"2019-11-26 11:52:21";"2019-12-02 08:42:15";"";"";"PASS";"2019-11-26 10:25:27";"";1;1;1;0;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-26 10:05:03"
100;"SMC-P04W R17";102819;"30N004000067";"Result Station";"2019-10-28 10:46:02";"2019-10-28 10:46:36";"2019-10-28 13:05:46";"2019-10-29 14:58:34";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
101;"SMC-P04W R17";102819;"30N004000080";"Result Station";"2019-10-28 10:46:04";"2019-10-28 10:46:36";"2019-10-28 13:05:46";"2019-10-29 14:58:35";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
102;"SMC-P04W R17";102819;"30N004000238";"Packing Station";"2019-10-28 10:46:05";"2019-11-26 10:08:36";"2019-11-26 11:52:21";"2019-12-02 08:41:25";"2019-12-05 13:22:14";"";"PASS";"2019-11-26 10:26:05";"";1;1;1;0;1;1;0;0;0;1;"No Trouble Found.";1;"2019-11-26 10:05:35"
103;"SMC-P04W R17";102819;"30N004000031";"Result Station";"2019-10-28 10:46:06";"2019-10-28 10:46:37";"2019-10-28 13:05:46";"2019-10-29 14:58:36";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
104;"SMC-P04W R17";102819;"30N004000109";"Result Station";"2019-10-28 10:46:07";"2019-11-26 10:08:05";"2019-11-26 11:52:21";"2019-12-02 08:41:35";"";"";"PASS";"2019-11-26 10:25:35";"";1;1;1;0;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-26 10:05:07"
105;"SMC-P04W R17";102819;"30N004000335";"Result Station";"2019-10-28 10:46:09";"2019-11-26 10:07:56";"2019-11-26 11:52:21";"2019-12-02 08:41:11";"";"";"PASS";"2019-11-26 10:25:24";"";1;1;1;0;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-26 10:04:59"
106;"SMC-P04W R17";102819;"30N004000162";"Result Station";"2019-10-28 10:46:10";"2019-11-20 09:17:43";"2019-11-20 10:15:34";"2019-11-21 13:08:25";"";"";"PASS";"2019-11-20 09:18:19";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:19"
107;"SMC-P04W R17";102819;"30N004000195";"Result Station";"2019-10-28 10:46:11";"2019-11-19 13:36:42";"2019-11-20 10:15:34";"2019-11-21 13:09:13";"";"";"PASS";"2019-11-19 15:49:33";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:57"
108;"SMC-P04W R17";102819;"30N004000343";"Result Station";"2019-10-28 10:46:12";"2019-10-28 10:46:42";"2019-10-28 13:05:46";"2019-10-29 14:58:46";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
109;"SMC-P04W R17";102819;"30N004000330";"Result Station";"2019-10-28 10:46:13";"2019-10-28 10:46:44";"2019-10-28 13:05:46";"2019-10-29 14:58:46";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
110;"SMC-P04W R17";102919;"30N004000282";"Result Station";"2019-10-29 15:36:40";"2019-11-19 13:36:29";"2019-11-20 10:15:34";"2019-11-21 13:09:01";"";"";"PASS";"2019-11-19 15:49:18";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:36"
111;"SMC-P04W R17";102919;"30N004000337";"Result Station";"2019-10-29 15:36:41";"2019-11-20 09:17:36";"2019-11-20 10:15:34";"2019-11-21 13:08:11";"";"";"PASS";"2019-11-20 09:18:13";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 16:33:19"
112;"SMC-P04W R17";102919;"30N004000393";"Shipping Station";"2019-10-29 15:36:42";"2019-11-22 14:06:57";"2019-11-25 08:50:30";"2019-11-26 11:56:42";"2019-12-04 11:32:40";"2019-12-04 14:30:53";"PASS";"2019-11-22 14:11:06";"";1;1;1;1;1;1;1;0;0;1;"No Trouble Found.";1;"2019-11-22 14:06:43"
113;"SMC-P04W R17";102919;"30N004000232";"Shipping Station";"2019-10-29 15:36:43";"2019-11-22 14:06:58";"2019-11-25 08:50:30";"2019-11-26 11:56:39";"2019-12-04 11:27:47";"2019-12-04 14:30:53";"PASS";"2019-11-22 14:11:07";"";1;1;1;1;1;1;1;0;0;1;"No Trouble Found.";1;"2019-11-22 14:06:44"
114;"SMC-P04W R17";102919;"30N004000332";"Result Station";"2019-10-29 15:36:44";"2019-11-19 13:36:32";"2019-11-20 10:15:34";"2019-11-21 13:09:08";"";"";"PASS";"2019-11-19 15:49:22";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:42"
115;"SMC-P04W R17";102919;"30N004000316";"Result Station";"2019-10-29 15:36:45";"2019-11-20 09:17:47";"2019-11-20 10:15:34";"2019-11-21 13:08:21";"";"";"PASS";"2019-11-20 09:18:23";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:14"
116;"SMC-P04W R17";102919;"30N004000309";"Result Station";"2019-10-29 15:36:46";"2019-11-19 13:36:30";"2019-11-20 10:15:34";"2019-11-21 13:09:00";"";"";"PASS";"2019-11-19 15:49:19";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:37"
117;"SMC-P04W R17";102919;"30N004000354";"Result Station";"2019-10-29 15:36:48";"2019-11-20 09:17:45";"2019-11-20 10:15:34";"2019-11-21 13:08:22";"";"";"PASS";"2019-11-20 09:18:22";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:16"
118;"SMC-P04W R17";102919;"30N004000111";"Result Station";"2019-10-29 15:36:49";"2019-11-20 09:17:44";"2019-11-20 10:15:34";"2019-11-21 13:08:24";"";"";"PASS";"2019-11-20 09:18:20";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:17"
119;"SMC-P04W R17";102919;"30N004000353";"Result Station";"2019-10-29 15:36:50";"2019-11-19 13:36:31";"2019-11-20 10:15:34";"2019-11-21 13:09:10";"";"";"PASS";"2019-11-19 15:49:20";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:39"
120;"SMC-P04W R17";102919;"30N004000069";"Result Station";"2019-10-29 15:37:42";"2019-11-20 09:17:52";"2019-11-20 10:15:34";"2019-11-21 13:08:33";"";"";"PASS";"2019-11-20 09:18:29";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:29"
121;"SMC-P04W R17";102919;"30N004000396";"Result Station";"2019-10-29 15:37:43";"2019-11-19 13:36:46";"2019-11-20 10:15:34";"2019-11-21 13:09:21";"";"";"PASS";"2019-11-19 15:49:36";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:36:00"
122;"SMC-P04W R17";102919;"30N004000112";"Result Station";"2019-10-29 15:37:44";"2019-10-29 15:39:31";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
123;"SMC-P04W R17";102919;"30N004000209";"Result Station";"2019-10-29 15:37:45";"2019-11-18 15:38:11";"2019-11-18 16:30:12";"2019-11-19 16:31:00";"";"";"PASS";"2019-11-18 15:39:00";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:29"
124;"SMC-P04W R17";102919;"30N004000204";"Result Station";"2019-10-29 15:37:45";"2019-11-20 09:17:52";"2019-11-20 10:15:34";"2019-11-21 13:08:30";"";"";"PASS";"2019-11-20 09:18:31";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:27"
125;"SMC-P04W R17";102919;"30N004000305";"Result Station";"2019-10-29 15:37:46";"2019-11-19 13:36:34";"2019-11-20 10:15:34";"2019-11-21 13:09:06";"";"";"PASS";"2019-11-19 15:49:26";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:44"
126;"SMC-P04W R17";102919;"30N004000310";"Result Station";"2019-10-29 15:37:47";"2019-11-19 13:36:35";"2019-11-20 10:15:34";"2019-11-21 13:09:05";"";"";"PASS";"2019-11-19 15:49:27";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:45"
127;"SMC-P04W R17";102919;"30N004000062";"Result Station";"2019-10-29 15:37:48";"2019-11-20 09:17:33";"2019-11-20 10:15:34";"2019-11-21 13:08:14";"";"";"PASS";"2019-11-20 09:18:09";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 16:33:25"
128;"SMC-P04W R17";102919;"30N004000146";"Result Station";"2019-10-29 15:37:49";"2019-11-19 13:36:25";"2019-11-20 10:15:34";"2019-11-21 13:09:04";"";"";"PASS";"2019-11-19 15:49:11";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 11:35:15"
129;"SMC-P04W R17";102919;"30N004000079";"Result Station";"2019-10-29 15:37:50";"2019-11-20 09:17:50";"2019-11-20 10:15:34";"2019-11-21 13:08:34";"";"";"PASS";"2019-11-20 09:18:28";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:30"
130;"SMC-P04W R17";102919;"30N004000032";"Result Station";"2019-10-29 15:38:12";"2019-11-20 09:17:35";"2019-11-20 10:15:34";"2019-11-21 13:08:12";"";"";"PASS";"2019-11-20 09:18:11";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 16:33:23"
131;"SMC-P04W R17";102919;"30N004000085";"Result Station";"2019-10-29 15:38:13";"2019-11-19 13:36:38";"2019-11-20 10:15:34";"2019-11-21 13:09:14";"";"";"PASS";"2019-11-19 15:49:31";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:50"
132;"SMC-P04W R17";102919;"30N004000344";"Result Station";"2019-10-29 15:38:13";"2019-10-29 15:39:40";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
133;"SMC-P04W R17";102919;"30N004000124";"Result Station";"2019-10-29 15:38:14";"2019-10-29 15:39:41";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
134;"SMC-P04W R17";102919;"30N004000138";"Result Station";"2019-10-29 15:38:15";"2019-11-18 15:38:10";"2019-11-18 16:30:12";"2019-11-19 16:31:01";"";"";"PASS";"2019-11-18 15:39:02";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:30"
135;"SMC-P04W R17";102919;"30N004000329";"Result Station";"2019-10-29 15:38:16";"2019-11-19 13:36:28";"2019-11-20 10:15:34";"2019-11-21 13:09:01";"";"";"PASS";"2019-11-19 15:49:17";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:35"
136;"SMC-P04W R17";102919;"30N004000114";"Result Station";"2019-10-29 15:38:17";"2019-11-20 09:17:34";"2019-11-20 10:15:34";"2019-11-21 13:08:13";"";"";"PASS";"2019-11-20 09:18:10";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 16:33:24"
137;"SMC-P04W R17";102919;"30N004000074";"Result Station";"2019-10-29 15:38:18";"2019-11-20 09:17:53";"2019-11-20 10:15:34";"2019-11-21 13:08:28";"";"";"PASS";"2019-11-20 09:18:32";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:27"
138;"SMC-P04W R17";102919;"30N004000311";"Result Station";"2019-10-29 15:38:18";"2019-11-20 09:17:56";"2019-11-20 10:15:34";"2019-11-21 13:08:37";"";"";"PASS";"2019-11-20 09:18:35";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 11:34:49"
139;"SMC-P04W R17";102919;"30N004000196";"Result Station";"2019-10-29 15:38:19";"2019-11-20 09:17:36";"2019-11-20 10:15:34";"2019-11-21 13:08:12";"";"";"PASS";"2019-11-20 09:18:12";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 16:33:20"
140;"SMC-P04W R17";102919;"30N004000129";"Result Station";"2019-10-29 15:38:33";"2019-11-20 09:17:54";"2019-11-20 10:15:34";"2019-11-21 13:08:40";"";"";"PASS";"2019-11-20 09:18:33";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 11:34:47"
141;"SMC-P04W R17";102919;"30N004000030";"Result Station";"2019-10-29 15:38:34";"2019-11-19 13:36:48";"2019-11-20 10:15:34";"2019-11-21 13:09:20";"";"";"PASS";"2019-11-19 15:49:37";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:36:01"
142;"SMC-P04W R17";102919;"30N004000285";"Result Station";"2019-10-29 15:38:35";"2019-11-20 09:17:48";"2019-11-20 10:15:34";"2019-11-21 13:08:35";"";"";"PASS";"2019-11-20 09:18:25";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:33"
143;"SMC-P04W R17";102919;"30N004000336";"Result Station";"2019-10-29 15:38:36";"2019-11-18 15:38:12";"2019-11-18 16:30:12";"2019-11-19 16:30:59";"";"";"PASS";"2019-11-18 15:38:59";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:28"
144;"SMC-P04W R17";102919;"30N004000394";"Repair Station";"2019-10-29 15:38:37";"2019-10-29 15:39:11";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"";"";"Unrepairable";"";"2019-10-30 09:13:58";1;1;0;1;1;0;0;1;0;0;"LEDs issue , Green LED flash slowly";0;""
145;"SMC-P04W R17";102919;"30N004000384";"Result Station";"2019-10-29 15:38:38";"2019-11-19 13:36:33";"2019-11-20 10:15:34";"2019-11-21 13:09:07";"";"";"PASS";"2019-11-19 15:49:23";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:43"
146;"SMC-P04W R17";102919;"30N004000115";"Result Station";"2019-10-29 15:38:39";"2019-11-19 13:36:39";"2019-11-20 10:15:34";"2019-11-21 13:09:14";"";"";"PASS";"2019-11-19 15:49:32";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:51"
147;"SMC-P04W R17";102919;"30N004000368";"Packing Station";"2019-10-29 15:38:42";"2019-10-29 15:39:00";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"2019-11-01 13:32:45";"";"Unrepairable";"";"2019-10-30 09:14:01";1;1;0;1;1;1;0;1;0;0;"Fan Noise";0;""
148;"SMC-P04W R17";102919;"30N004000051";"Result Station";"2019-10-29 15:38:43";"2019-10-29 15:39:02";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
149;"SMC-P04W R17";102919;"30N004000053";"Result Station";"2019-10-29 15:38:43";"2019-11-20 09:17:49";"2019-11-20 10:15:34";"2019-11-21 13:08:34";"";"";"PASS";"2019-11-20 09:18:26";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:31"
150;"SMC-P04W R17";102919;"30N004000347";"Packing Station";"2019-10-29 15:38:45";"2019-10-29 15:39:03";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"2019-11-01 15:34:39";"";"Unrepairable";"";"2019-10-30 09:14:04";1;1;0;1;1;1;0;1;0;0;"LEDs issue , Green LED flash slowly";0;""
151;"SMC-P04W R17";102919;"30N004000127";"Result Station";"2019-10-29 15:38:46";"2019-10-29 15:39:03";"2019-10-30 09:11:07";"2019-10-31 10:11:07";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
152;"SMC-P04W R17";102919;"30N004000321";"Result Station";"2019-10-29 15:38:47";"2019-11-19 13:36:33";"2019-11-20 10:15:34";"2019-11-21 13:09:07";"";"";"PASS";"2019-11-19 15:49:23";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:42"
153;"SMC-P04W R17";102919;"30N004000322";"Result Station";"2019-10-29 15:38:48";"2019-11-20 09:17:44";"2019-11-20 10:15:34";"2019-11-21 13:08:23";"";"";"PASS";"2019-11-20 09:18:21";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:17"
154;"SMC-P04W R17";102919;"30N004000205";"Result Station";"2019-10-29 15:38:49";"2019-11-19 13:36:31";"2019-11-20 10:15:34";"2019-11-21 13:09:09";"";"";"PASS";"2019-11-19 15:49:21";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:40"
155;"SMC-P04W R17";102919;"30N004000324";"Result Station";"2019-10-29 15:38:50";"2019-11-26 10:08:55";"2019-11-26 11:52:21";"2019-12-02 08:41:38";"";"";"PASS";"2019-11-26 10:26:26";"";1;1;1;0;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-26 10:05:57"
156;"SMC-P04W R17";102919;"30N004000036";"Result Station";"2019-10-29 15:38:51";"2019-11-19 13:36:37";"2019-11-20 10:15:34";"2019-11-21 13:09:15";"";"";"PASS";"2019-11-19 15:49:30";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:49"
157;"SMC-P04W R17";103119;"30N004000049";"Result Station";"2019-10-31 11:25:07";"2019-11-20 09:17:57";"2019-11-20 10:15:34";"2019-11-21 13:08:36";"";"";"PASS";"2019-11-20 09:18:36";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 11:34:52"
158;"SMC-P04W R17";103119;"30N004000012";"Result Station";"2019-10-31 11:25:12";"2019-11-18 15:37:26";"2019-11-18 16:30:12";"2019-11-19 16:30:35";"";"";"PASS";"2019-11-18 15:38:28";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:02"
159;"SMC-P04W R17";103119;"30N004000082";"Result Station";"2019-10-31 11:25:15";"2019-11-18 15:37:36";"2019-11-18 16:30:12";"2019-11-19 16:30:44";"";"";"PASS";"2019-11-18 15:38:35";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:11"
160;"SMC-P04W R17";103119;"30N004000147";"Result Station";"2019-10-31 11:25:17";"2019-11-18 15:37:25";"2019-11-18 16:30:12";"2019-11-19 16:30:34";"";"";"PASS";"2019-11-18 15:38:27";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:00"
161;"SMC-P04W R17";103119;"30N004000113";"Result Station";"2019-10-31 11:25:19";"2019-11-18 15:37:36";"2019-11-18 16:30:12";"2019-11-19 16:30:43";"";"";"PASS";"2019-11-18 15:38:35";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:10"
162;"SMC-P04W R17";103119;"30N004000016";"Result Station";"2019-10-31 11:25:21";"2019-11-18 15:37:52";"2019-11-18 16:30:12";"2019-11-19 16:30:52";"";"";"PASS";"2019-11-18 15:38:49";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:23"
163;"SMC-P04W R17";103119;"30N004000055";"Result Station";"2019-10-31 11:25:23";"2019-11-18 15:38:09";"2019-11-18 16:30:12";"2019-11-19 16:31:01";"";"";"PASS";"2019-11-18 15:39:02";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:30"
164;"SMC-P04W R17";103119;"30N004000318";"Result Station";"2019-10-31 11:25:25";"2019-11-18 15:38:08";"2019-11-18 16:30:12";"2019-11-19 16:31:02";"";"";"PASS";"2019-11-18 15:39:03";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:31"
165;"SMC-P04W R17";103119;"30N004000001";"Repair Station";"2019-10-31 11:25:26";"2019-10-31 11:26:43";"2019-10-31 13:14:09";"2019-11-01 13:15:26";"";"";"Unrepairable";"";"2019-11-01 13:18:08";1;1;0;1;1;0;0;1;0;0;"LEDs issue , Green LED flash slowly";0;""
166;"SMC-P04W R17";103119;"30N004000065";"Result Station";"2019-10-31 11:25:28";"2019-11-18 15:37:35";"2019-11-18 16:30:12";"2019-11-19 16:30:43";"";"";"PASS";"2019-11-18 15:38:34";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:10"
167;"SMC-P04W R17";103119;"30N004000086";"Result Station";"2019-10-31 11:25:33";"2019-11-18 15:37:53";"2019-11-18 16:30:12";"2019-11-19 16:30:53";"";"";"PASS";"2019-11-18 15:38:49";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:24"
168;"SMC-P04W R17";103119;"30N004000120";"Result Station";"2019-10-31 11:25:35";"2019-11-20 09:17:47";"2019-11-20 10:15:34";"2019-11-21 13:08:15";"";"";"PASS";"2019-11-20 09:18:24";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 09:34:12"
169;"SMC-P04W R17";103119;"30N004000132";"Result Station";"2019-10-31 11:25:41";"2019-11-19 13:36:27";"2019-11-20 10:15:34";"2019-11-21 13:09:03";"";"";"PASS";"2019-11-19 15:49:15";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-19 13:35:33"
170;"SMC-P04W R17";103119;"30N004000033";"Result Station";"2019-10-31 11:25:42";"2019-11-18 15:37:39";"2019-11-18 16:30:12";"2019-11-19 16:30:45";"";"";"PASS";"2019-11-18 15:38:37";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:13"
171;"SMC-P04W R17";103119;"30N004000096";"Result Station";"2019-10-31 11:25:45";"2019-11-18 15:37:28";"2019-11-18 16:30:12";"2019-11-19 16:30:36";"";"";"PASS";"2019-11-18 15:38:29";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:03"
172;"SMC-P04W R17";103119;"30N004000061";"Result Station";"2019-10-31 11:25:46";"2019-10-31 11:26:47";"2019-10-31 13:14:09";"2019-11-01 13:17:23";"";"";"PASS";"";"";1;1;0;1;1;0;0;0;0;1;"No Trouble Found.";0;""
173;"SMC-P04W R17";103119;"30N004000137";"Result Station";"2019-10-31 11:25:47";"2019-11-18 15:37:28";"2019-11-18 16:30:12";"2019-11-19 16:30:36";"";"";"PASS";"2019-11-18 15:38:28";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:36:02"
174;"SMC-P04W R17";103119;"30N004000075";"Result Station";"2019-10-31 11:25:48";"2019-11-18 15:37:22";"2019-11-18 16:30:12";"2019-11-19 16:30:33";"";"";"PASS";"2019-11-18 15:38:25";"";1;1;1;1;1;0;0;0;0;1;"No Trouble Found.";1;"2019-11-18 15:35:55"
